n,event type,t,r,theta,phi,pr,ptheta,pphi,beta,E,dE,
638,pphi = 0,163.5922,1.0282,6.8144,46.5491,-0.3279,0.1246,0.0000,36.3154,-0.1846,-2.87e-7,
639,collision,163.6702,1.0000,7.4080,46.2190,-0.3869,0.1448,-0.0147,35.0915,-0.1846,-2.86e-13,
640,pr = 0,164.2723,1.1111,13.2341,27.3532,0.0000,0.2230,-0.0793,7.4126,-0.1846,-2.32e-7,
641,beta = 0,164.3923,1.1068,14.4735,21.8275,-0.0728,0.2206,-0.0811,0.0000,-0.1846,-1.63e-7,
642,collision,164.8583,1.0000,19.0165,2.7246,-0.3986,0.1460,-0.0500,-26.0694,-0.1846,-3.18e-13,
643,phi = 0,164.9742,1.0401,19.8252,0.0000,0.3123,0.1135,-0.0340,-30.0435,-0.1846,-2.19e-7,
644,pphi = 0,165.2202,1.0977,20.8058,-2.3643,0.1639,0.0464,0.0000,-33.9275,-0.1846,-1.46e-7,
645,ptheta = 0,165.4022,1.1189,21.0026,-1.1081,0.0684,0.0000,0.0236,-32.9770,-0.1846,-1.34e-7,
646,phi = 0,165.4722,1.1224,20.9760,0.0000,0.0330,-0.0167,0.0320,-31.8275,-0.1846,-2.28e-7,
647,pr = 0,165.5362,1.1235,20.9048,1.3248,0.0000,-0.0317,0.0395,-30.3921,-0.1846,-6.95e-8,
648,collision,166.1822,1.0000,17.8345,26.5732,-0.4250,-0.1425,0.0852,-0.3999,-0.1846,-2.69e-13,
649,beta = 0,166.1917,1.0027,17.7813,26.8913,0.4189,-0.1430,0.0852,0.0000,-0.1846,-2.30e-7,
650,pr = 0,166.8277,1.1228,13.5508,51.8533,0.0000,-0.1049,0.0394,31.4310,-0.1846,-2.43e-7,
651,pphi = 0,167.1217,1.1006,12.4580,55.2797,-0.1520,-0.0547,0.0000,36.5183,-0.1846,-2.39e-7,
652,ptheta = 0,167.3937,1.0379,12.0882,52.0458,-0.3160,0.0000,-0.0423,33.8454,-0.1846,-2.13e-7,
653,collision,167.4977,1.0000,12.1546,48.9286,-0.3980,0.0223,-0.0599,30.6276,-0.1846,-2.87e-13,
654,beta = 0,168.0535,1.1078,13.6607,20.5895,0.0080,0.0651,-0.1035,0.0000,-0.1846,-1.47e-7,
655,pr = 0,168.0675,1.1078,13.6983,19.8526,0.0000,0.0645,-0.1035,-0.7941,-0.1846,-1.24e-7,
656,phi = 0,168.4235,1.0664,14.4965,0.0000,-0.2360,0.0207,-0.0853,-21.8626,-0.1846,-2.56e-7,
657,ptheta = 0,168.5155,1.0412,14.5476,-4.2936,-0.3033,0.0000,-0.0747,-26.2341,-0.1846,-1.29e-7,
658,collision,168.6315,1.0000,14.4452,-8.7902,-0.3963,-0.0324,-0.0574,-30.5745,-0.1846,-3.01e-13,
659,pphi = 0,169.0095,1.0996,12.8188,-14.7855,0.1517,-0.1356,0.0000,-34.0949,-0.1846,-1.14e-7,
660,pr = 0,169.2995,1.1214,10.5691,-11.6934,0.0000,-0.1990,0.0358,-27.5924,-0.1846,-2.24e-7,
661,phi = 0,169.6835,1.0804,6.4347,0.0000,-0.2229,-0.2549,0.0664,-9.6622,-0.1846,-2.37e-7,
662,beta = 0,169.8455,1.0348,4.2730,6.4124,-0.3419,-0.2638,0.0702,0.0000,-0.1846,-5.90e-8,
663,collision,169.9355,1.0000,2.9392,10.0640,-0.4208,-0.2630,0.0687,5.6543,-0.1846,-3.03e-13,
664,theta = 0,170.1548,1.0718,0.0000,17.8847,0.2512,-0.2445,0.0556,17.8847,-0.1846,-1.74e-7,
665,pr = 0,170.6028,1.1253,-4.3907,26.2898,0.0000,-0.1682,0.0067,32.8791,-0.1846,-1.86e-7,
666,pphi = 0,170.6548,1.1246,-4.7765,26.3906,-0.0263,-0.1575,0.0000,33.5596,-0.1846,-2.29e-7,
667,collision,171.2748,1.0000,-7.4287,11.5100,-0.4143,-0.0197,-0.0836,22.6687,-0.1846,-2.57e-13,
668,ptheta = 0,171.3793,1.0380,-7.4822,6.2345,0.3256,0.0000,-0.0947,17.4737,-0.1846,-4.17e-7,
669,phi = 0,171.4893,1.0690,-7.4382,0.0000,0.2399,0.0146,-0.1025,11.1730,-0.1846,-3.90e-7,
670,beta = 0,171.6693,1.1005,-7.2505,-10.8903,0.1124,0.0260,-0.1071,-0.0000,-0.1846,-3.63e-7,
671,pr = 0,171.8393,1.1100,-7.0425,-21.2427,0.0000,0.0241,-0.1032,-10.6657,-0.1846,-1.73e-7,
672,ptheta = 0,172.0973,1.0891,-6.8735,-35.1553,-0.1632,-0.0000,-0.0836,-24.8325,-0.1846,-2.88e-9,
673,collision,172.4213,1.0000,-7.3918,-46.6743,-0.3912,-0.0658,-0.0350,-35.5711,-0.1846,-2.88e-13,
674,pphi = 0,172.6198,1.0630,-8.3449,-48.5950,0.2537,-0.1137,0.0000,-36.0553,-0.1846,-2.38e-7,
675,pr = 0,173.0738,1.1197,-11.6719,-40.3724,0.0000,-0.1885,0.0578,-22.8033,-0.1846,-1.17e-7,
676,beta = 0,173.4878,1.0692,-15.5849,-23.5242,-0.2544,-0.2016,0.0780,-0.0000,-0.1846,-8.92e-8,
677,collision,173.6938,1.0000,-17.7053,-14.5107,-0.4201,-0.1783,0.0713,12.2637,-0.1846,-3.03e-13,
678,phi = 0,174.2651,1.1254,-21.1059,0.0000,0.0578,-0.0544,0.0134,32.0293,-0.1846,-1.78e-7,
679,pphi = 0,174.3771,1.1288,-21.3147,0.4338,0.0020,-0.0277,0.0000,32.7876,-0.1846,-1.67e-7,
680,pr = 0,174.3811,1.1288,-21.3196,0.4332,0.0000,-0.0267,-0.0005,32.7947,-0.1846,-1.61e-7,
681,phi = 0,174.4911,1.1259,-21.3870,0.0000,-0.0536,-0.0009,-0.0134,32.4663,-0.1846,-6.90e-8,
682,ptheta = 0,174.4931,1.1257,-21.3871,-0.0282,-0.0554,0.0000,-0.0139,32.4382,-0.1846,-8.20e-8,
683,collision,175.0651,1.0000,-19.4181,-15.2345,-0.4198,0.1309,-0.0751,14.1796,-0.1846,-3.02e-13,
684,beta = 0,175.3106,1.0775,-17.5192,-26.4884,0.2287,0.1612,-0.0840,-0.0000,-0.1846,-1.40e-7,
685,pr = 0,175.6806,1.1184,-14.6954,-43.1150,0.0000,0.1547,-0.0677,-20.9490,-0.1846,-2.35e-7,
686,pphi = 0,176.2046,1.0412,-11.7236,-54.4429,-0.3027,0.0712,0.0000,-36.7955,-0.1846,-1.35e-7,
687,collision,176.3206,1.0000,-11.3507,-53.7005,-0.3890,0.0422,0.0221,-36.6182,-0.1846,-3.06e-13,
688,ptheta = 0,176.5105,1.0601,-11.1439,-49.5052,0.2553,0.0000,0.0544,-32.7362,-0.1846,-1.27e-7,
689,pr = 0,176.9205,1.1121,-11.7192,-31.0410,0.0000,-0.0497,0.0964,-13.4003,-0.1846,-9.99e-8,
690,beta = 0,177.1405,1.0968,-12.2498,-18.4454,-0.1416,-0.0508,0.1026,-0.0000,-0.1846,-2.92e-7,
691,phi = 0,177.4705,1.0100,-12.8429,0.0000,-0.3942,-0.0112,0.0862,19.3460,-0.1846,-2.94e-7,
692,collision,177.4945,1.0000,-12.8548,1.1994,-0.4165,-0.0058,0.0835,20.5635,-0.1846,-2.79e-13,
693,ptheta = 0,177.5207,1.0103,-12.8590,2.3937,0.3937,0.0000,0.0805,21.7642,-0.1846,-1.60e-7,
694,pphi = 0,178.1507,1.1261,-10.7106,17.0160,0.0112,0.1445,0.0000,33.1290,-0.1846,-1.09e-7,
695,pr = 0,178.1727,1.1262,-10.5622,16.9980,0.0000,0.1493,-0.0028,32.8865,-0.1846,-1.97e-7,
696,collision,178.8407,1.0000,-3.5365,1.8176,-0.4208,0.2620,-0.0675,7.1240,-0.1846,-3.23e-13,
697,phi = 0,178.8895,1.0186,-2.8486,0.0000,0.3795,0.2649,-0.0690,4.2738,-0.1846,-2.22e-7,
698,beta = 0,178.9595,1.0430,-1.8502,-2.7755,0.3224,0.2667,-0.0698,-0.0000,-0.1846,-3.72e-8,
699,theta = 0,179.0955,1.0802,0.0000,-8.1935,0.2232,0.2631,-0.0671,-8.1935,-0.1846,-2.64e-7,
700,pr = 0,179.4775,1.1211,4.3484,-20.1920,0.0000,0.2175,-0.0384,-26.7178,-0.1846,-1.90e-7,
701,pphi = 0,179.7855,1.0961,7.0222,-23.7454,-0.1632,0.1549,0.0000,-34.2919,-0.1846,-2.01e-7,
702,collision,180.1375,1.0000,9.0059,-18.2423,-0.3961,0.0614,0.0562,-31.7791,-0.1846,-3.18e-13,
703,ptheta = 0,180.4041,1.0779,9.4070,-6.7990,0.1990,0.0000,0.0913,-20.9415,-0.1846,-3.39e-7,
704,phi = 0,180.5261,1.0972,9.3504,0.0000,0.1162,-0.0181,0.1008,-14.0569,-0.1846,-1.62e-7,
705,pr = 0,180.7041,1.1075,9.1288,10.6158,0.0000,-0.0331,0.1073,-3.1066,-0.1846,-3.10e-7,
706,beta = 0,180.7521,1.1067,9.0514,13.6055,-0.0319,-0.0350,0.1077,0.0000,-0.1846,-3.64e-7,
707,ptheta = 0,181.2241,1.0150,8.4557,39.8535,-0.3698,0.0000,0.0753,27.1468,-0.1846,-4.39e-7,
708,collision,181.2601,1.0000,8.4639,41.4617,-0.4027,0.0076,0.0694,28.7425,-0.1846,-3.12e-13,
709,pphi = 0,181.7198,1.1114,9.6892,50.3407,0.1112,0.1003,0.0000,35.7720,-0.1846,-3.51e-8,
710,pr = 0,181.9378,1.1235,10.8845,48.4963,0.0000,0.1383,-0.0289,32.1199,-0.1846,-1.38e-7,
711,collision,182.5858,1.0000,16.4457,26.0506,-0.4230,0.1868,-0.0794,1.2091,-0.1846,-3.32e-13,
712,beta = 0,182.6067,1.0081,16.6529,25.1590,0.4050,0.1855,-0.0795,0.0000,-0.1846,-1.95e-7,
713,pr = 0,183.2347,1.1231,21.0424,2.1931,0.0000,0.0822,-0.0370,-29.7376,-0.1846,-1.45e-7,
714,phi = 0,183.3647,1.1189,21.4382,0.0000,-0.0659,0.0519,-0.0220,-32.5459,-0.1846,-2.34e-7,
715,pphi = 0,183.5367,1.0998,21.6802,-1.1017,-0.1553,0.0082,0.0000,-34.0243,-0.1846,-1.98e-7,
716,ptheta = 0,183.5687,1.0948,21.6863,-1.0651,-0.1721,0.0000,0.0041,-33.9971,-0.1846,-1.44e-7,
717,phi = 0,183.7047,1.0658,21.5595,0.0000,-0.2515,-0.0377,0.0231,-32.7346,-0.1846,-1.32e-7,
718,collision,183.9087,1.0000,20.8127,4.4414,-0.3975,-0.0978,0.0526,-27.1325,-0.1846,-3.77e-13,
719,beta = 0,184.4055,1.1079,17.1089,25.8583,0.0550,-0.1818,0.0865,0.0000,-0.1846,-2.79e-7,
720,pr = 0,184.4955,1.1104,16.3421,30.2881,0.0000,-0.1848,0.0855,5.6053,-0.1846,-3.24e-7,
721,collision,185.0875,1.0000,11.5064,51.8630,-0.3882,-0.1197,0.0255,34.5449,-0.1846,-3.53e-13,
722,pphi = 0,185.2322,1.0479,10.7040,52.8925,0.2862,-0.0862,0.0000,36.7894,-0.1846,-2.57e-7,
723,ptheta = 0,185.6842,1.1175,9.8116,43.8861,0.0283,0.0000,-0.0653,29.1325,-0.1846,-2.66e-7,
724,pr = 0,185.7342,1.1182,9.8200,41.9076,0.0000,0.0072,-0.0709,27.1412,-0.1846,-5.56e-8,
725,beta = 0,186.2382,1.0395,10.5333,15.8448,-0.3362,0.0367,-0.1012,0.0000,-0.1846,-2.66e-7,
726,collision,186.3382,1.0000,10.7246,9.8830,-0.4301,0.0296,-0.0994,-6.2513,-0.1846,-2.77e-13,
727,phi = 0,186.5241,1.0636,10.9083,0.0000,0.2759,0.0059,-0.0888,-16.4123,-0.1846,-2.31e-8,
728,ptheta = 0,186.5601,1.0734,10.9140,-1.8774,0.2488,0.0000,-0.0858,-18.2983,-0.1846,-1.75e-7,
729,pr = 0,186.9861,1.1235,10.1463,-17.5289,0.0000,-0.0823,-0.0399,-32.7884,-0.1846,-5.23e-8,
730,pphi = 0,187.2861,1.1002,8.5431,-21.0202,-0.1561,-0.1499,0.0000,-33.8587,-0.1846,-1.87e-7,
731,collision,187.6541,1.0000,4.8427,-15.5443,-0.4031,-0.2348,0.0510,-22.8127,-0.1846,-3.80e-13,
732,theta = 0,188.0198,1.0960,0.0000,-1.7739,0.1399,-0.2730,0.0743,-1.7739,-0.1846,-2.99e-7,
733,beta = 0,188.0478,1.0998,-0.3709,-0.5563,0.1218,-0.2731,0.0744,-0.0000,-0.1846,-3.11e-7,
734,phi = 0,188.0618,1.1013,-0.5395,0.0000,0.1137,-0.2731,0.0744,0.8093,-0.1846,-1.67e-7,
735,pr = 0,188.2498,1.1119,-2.9103,7.8254,0.0000,-0.2642,0.0691,12.1918,-0.1846,-2.77e-7,
736,pphi = 0,188.8358,1.0095,-9.1507,21.6186,-0.3639,-0.1487,0.0000,35.3740,-0.1846,-3.29e-7,
737,collision,188.8598,1.0000,-9.3587,21.5841,-0.3834,-0.1407,-0.0048,35.6535,-0.1846,-3.85e-13,
738,ptheta = 0,189.4322,1.1116,-11.2317,5.1575,0.0224,0.0000,-0.0858,22.0595,-0.1846,-3.87e-8,
739,pr = 0,189.4702,1.1120,-11.2263,3.2905,0.0000,0.0061,-0.0890,20.1844,-0.1846,-3.04e-7,
740,phi = 0,189.5322,1.1108,-11.1947,0.0000,-0.0384,0.0154,-0.0938,16.8461,-0.1846,-7.66e-10,
741,beta = 0,189.8142,1.0742,-10.7827,-16.2223,-0.2274,0.0410,-0.1041,-0.0000,-0.1846,-2.44e-7,
742,collision,190.0442,1.0000,-10.2771,-29.6659,-0.4208,0.0370,-0.0953,-14.2086,-0.1846,-3.28e-13,
743,ptheta = 0,190.3456,1.0896,-9.9515,-43.5111,0.1936,0.0000,-0.0639,-28.5461,-0.1846,-8.20e-8,
744,pr = 0,190.7056,1.1231,-10.4458,-51.8978,0.0000,-0.0617,-0.0168,-36.1854,-0.1846,-1.93e-7,
745,pphi = 0,190.8276,1.1194,-10.8493,-52.4847,-0.0607,-0.0839,0.0000,-36.1617,-0.1846,-1.44e-7,
746,collision,191.3756,1.0000,-14.4734,-40.8298,-0.4074,-0.1712,0.0713,-19.0023,-0.1846,-3.97e-13,
747,beta = 0,191.6879,1.0883,-17.3608,-26.2452,0.1707,-0.1766,0.0865,-0.0000,-0.1846,-1.02e-7,
748,pr = 0,191.9639,1.1113,-19.4848,-13.0903,0.0000,-0.1462,0.0771,16.4269,-0.1846,-2.46e-7,
749,phi = 0,192.3479,1.0688,-21.4461,0.0000,-0.2233,-0.0622,0.0374,32.5582,-0.1846,-3.04e-7,
750,ptheta = 0,192.5459,1.0116,-21.7789,2.5476,-0.3550,0.0000,0.0059,35.6239,-0.1846,-4.14e-8,
751,collision,192.5759,1.0000,-21.7688,2.6037,-0.3788,0.0112,0.0002,35.6644,-0.1846,-4.41e-13,
752,pphi = 0,192.5796,1.0004,-21.7681,2.6038,0.3780,0.0116,0.0000,35.6632,-0.1846,-3.05e-7,
753,phi = 0,192.8116,1.0694,-21.1586,0.0000,0.2214,0.0851,-0.0373,32.1112,-0.1846,-1.33e-7,
754,pr = 0,193.1916,1.1113,-18.8212,-12.8130,0.0000,0.1667,-0.0757,15.6797,-0.1846,-1.11e-7,
755,beta = 0,193.4536,1.0905,-16.5714,-25.0340,-0.1613,0.1943,-0.0843,-0.0000,-0.1846,-6.40e-8,
756,collision,193.7776,1.0000,-13.2758,-39.7850,-0.4061,0.1865,-0.0677,-19.7810,-0.1846,-4.10e-13,
757,pphi = 0,194.2955,1.1169,-9.4526,-50.0947,0.0787,0.1017,0.0000,-35.8834,-0.1846,-2.35e-7,
758,pr = 0,194.4515,1.1230,-8.8293,-49.1207,0.0000,0.0726,0.0216,-35.8504,-0.1846,-9.69e-8,
759,ptheta = 0,194.8835,1.0735,-8.1381,-36.8196,-0.2426,0.0000,0.0763,-24.5918,-0.1846,-1.64e-7,
760,collision,195.1055,1.0000,-8.3076,-25.5524,-0.4230,-0.0255,0.0977,-13.0690,-0.1846,-3.33e-13,
761,beta = 0,195.3203,1.0702,-8.6432,-12.9896,0.2421,-0.0299,0.1052,-0.0000,-0.1846,-3.08e-7,
762,phi = 0,195.5403,1.1062,-8.8910,0.0000,0.0894,-0.0137,0.0987,13.3634,-0.1846,-2.20e-7,
763,ptheta = 0,195.6463,1.1121,-8.9261,5.7706,0.0232,0.0000,0.0915,19.1870,-0.1846,-2.97e-7,
764,pr = 0,195.6843,1.1126,-8.9211,7.7359,0.0000,0.0058,0.0884,21.1448,-0.1846,-2.71e-7,
765,collision,196.2943,1.0000,-6.7066,25.4940,-0.3841,0.1505,0.0022,35.5655,-0.1846,-4.05e-13,
766,pphi = 0,196.3075,1.0044,-6.6059,25.5013,0.3751,0.1541,0.0000,35.4212,-0.1846,-2.18e-7,
767,pr = 0,196.9055,1.1118,-0.0882,11.0842,-0.0000,0.2662,-0.0702,11.2164,-0.1846,-2.09e-7,
768,theta = 0,196.9135,1.1117,0.0000,10.7965,-0.0042,0.2667,-0.0705,10.7965,-0.1846,-2.92e-7,
769,beta = 0,197.0915,1.1016,2.2383,3.3579,-0.1115,0.2722,-0.0746,0.0000,-0.1846,-1.31e-8,
770,phi = 0,197.1695,1.0908,3.2585,0.0000,-0.1615,0.2702,-0.0737,-4.8891,-0.1846,-3.38e-7,
771,collision,197.4955,1.0000,7.5772,-12.1763,-0.4021,0.2273,-0.0495,-23.5587,-0.1846,-4.16e-13,
772,pphi = 0,197.8553,1.0978,10.9972,-17.2652,0.1641,0.1418,0.0000,-33.8122,-0.1846,-2.39e-7,
773,pr = 0,198.1693,1.1234,12.5254,-13.4489,0.0000,0.0692,0.0415,-32.3128,-0.1846,-7.54e-8,
774,ptheta = 0,198.5133,1.0911,13.0520,-1.3880,-0.1950,0.0000,0.0790,-21.0518,-0.1846,-7.13e-8,
775,phi = 0,198.5453,1.0849,13.0482,-0.0000,-0.2148,-0.0053,0.0816,-19.6579,-0.1846,-2.36e-9,
776,collision,198.8113,1.0000,12.6784,14.0582,-0.4298,-0.0429,0.0980,-5.0380,-0.1846,-3.27e-13,
777,beta = 0,198.8965,1.0325,12.4651,18.7723,0.3535,-0.0489,0.0992,0.0000,-0.1846,-3.10e-7,
778,pr = 0,199.4265,1.1192,11.3883,45.2891,0.0000,-0.0187,0.0660,28.1499,-0.1846,-2.65e-7,
779,ptheta = 0,199.5505,1.1150,11.3336,49.4785,-0.0677,0.0000,0.0512,32.4222,-0.1846,-2.50e-7,
780,pphi = 0,199.8985,1.0583,11.8750,54.8029,-0.2630,0.0668,0.0000,36.9260,-0.1846,-2.67e-7,
781,collision,200.0765,1.0000,12.7248,53.1999,-0.3892,0.1076,-0.0315,34.0333,-0.1846,-4.07e-13,
782,pr = 0,200.6677,1.1098,17.0858,30.2457,0.0000,0.1667,-0.0885,4.4228,-0.1846,-3.33e-7,
783,beta = 0,200.7377,1.1083,17.6283,26.6561,-0.0435,0.1639,-0.0892,0.0000,-0.1846,-2.56e-7,
784,collision,201.2477,1.0000,20.9388,3.9400,-0.3967,0.0753,-0.0532,-27.8297,-0.1846,-4.37e-13,
785,phi = 0,201.4192,1.0561,21.3975,-0.0000,0.2739,0.0250,-0.0285,-32.4826,-0.1846,-1.92e-7,
786,ptheta = 0,201.5072,1.0778,21.4530,-1.1220,0.2199,0.0000,-0.0159,-33.6910,-0.1846,-2.36e-7,
787,pphi = 0,201.6232,1.0996,21.3644,-1.6487,0.1549,-0.0315,0.0000,-34.0798,-0.1846,-2.18e-7,
788,phi = 0,201.8352,1.1207,20.7939,0.0000,0.0454,-0.0843,0.0267,-31.5448,-0.1846,-2.35e-7,
789,pr = 0,201.9232,1.1227,20.4121,1.6154,0.0000,-0.1047,0.0368,-29.3371,-0.1846,-1.37e-7,
790,beta = 0,202.5352,1.0140,15.5775,23.5129,-0.3910,-0.2023,0.0774,0.0000,-0.1846,-2.93e-7,
791,collision,202.5672,1.0000,15.1824,25.0379,-0.4222,-0.2042,0.0772,2.1286,-0.1846,-4.07e-13,
792,pr = 0,203.2228,1.1237,9.1563,46.2077,0.0000,-0.1490,0.0241,32.4438,-0.1846,-1.98e-7,
793,pphi = 0,203.4068,1.1153,8.0458,47.4923,-0.0927,-0.1166,0.0000,35.4036,-0.1846,-1.25e-7,
794,collision,203.8948,1.0000,6.4289,37.3624,-0.4050,-0.0164,-0.0734,27.7089,-0.1846,-3.87e-13,
795,ptheta = 0,203.9864,1.0330,6.3894,33.2550,0.3297,0.0000,-0.0857,23.6609,-0.1846,-1.23e-7,
796,beta = 0,204.3864,1.1060,6.7555,10.1450,0.0454,0.0260,-0.1088,0.0000,-0.1846,-1.88e-7,
797,pr = 0,204.4544,1.1075,6.8356,5.8700,0.0000,0.0235,-0.1081,-4.3956,-0.1846,-3.70e-7,
798,phi = 0,204.5504,1.1045,6.9276,0.0000,-0.0630,0.0169,-0.1051,-10.4041,-0.1846,-3.69e-7,
799,ptheta = 0,204.6944,1.0887,6.9895,-8.2903,-0.1578,0.0000,-0.0960,-18.7876,-0.1846,-1.08e-7,
800,collision,205.0164,1.0000,6.4415,-22.7764,-0.3955,-0.0705,-0.0541,-32.4488,-0.1846,-4.05e-13,
801,pphi = 0,205.3543,1.0927,4.4548,-27.7826,0.1737,-0.1577,0.0000,-34.4681,-0.1846,-2.35e-7,
802,pr = 0,205.6803,1.1208,1.5667,-23.7788,0.0000,-0.2216,0.0408,-26.1290,-0.1846,-1.54e-7,
803,theta = 0,205.8263,1.1149,0.0000,-19.7392,-0.0807,-0.2424,0.0545,-19.7392,-0.1846,-1.68e-7,
804,beta = 0,206.1803,1.0478,-4.4095,-6.6176,-0.3106,-0.2635,0.0702,-0.0000,-0.1846,-2.41e-7,
805,collision,206.3103,1.0000,-6.2762,-1.4083,-0.4206,-0.2563,0.0673,8.0155,-0.1846,-4.20e-13,
806,phi = 0,206.3490,1.0150,-6.8077,0.0000,0.3876,-0.2524,0.0654,10.2236,-0.1846,-2.50e-7,
807,pr = 0,206.9850,1.1267,-12.9919,13.3501,0.0000,-0.1356,0.0011,32.9226,-0.1846,-2.21e-7,
808,pphi = 0,206.9930,1.1267,-13.0453,13.3528,-0.0044,-0.1336,0.0000,33.0063,-0.1846,-4.98e-8,
809,ptheta = 0,207.5710,1.0351,-14.8467,1.2890,-0.3389,0.0000,-0.0726,23.6858,-0.1846,-6.55e-8,
810,phi = 0,207.6010,1.0245,-14.8410,0.0000,-0.3631,0.0070,-0.0761,22.3880,-0.1846,-1.40e-7,
811,collision,207.6610,1.0000,-14.7910,-2.8632,-0.4175,0.0213,-0.0831,19.4486,-0.1846,-3.88e-13,
812,beta = 0,207.9982,1.0942,-13.9716,-21.0628,0.1569,0.0646,-0.1001,-0.0000,-0.1846,-1.42e-7,
813,pr = 0,208.2442,1.1131,-13.2167,-34.7233,0.0000,0.0634,-0.0925,-14.8092,-0.1846,-1.43e-7,
814,ptheta = 0,208.7182,1.0447,-12.3640,-53.6863,-0.2927,0.0000,-0.0390,-35.0675,-0.1846,-7.80e-8,
815,collision,208.8482,1.0000,-12.4736,-55.7609,-0.3881,-0.0309,-0.0152,-36.9757,-0.1846,-4.17e-13,
816,pphi = 0,208.9303,1.0288,-12.6560,-56.1054,0.3289,-0.0506,0.0000,-37.0433,-0.1846,-1.66e-7,
817,pr = 0,209.4863,1.1175,-15.3793,-43.0365,0.0000,-0.1390,0.0725,-19.8266,-0.1846,-2.55e-7,
818,beta = 0,209.8323,1.0816,-17.7290,-26.8108,-0.2143,-0.1433,0.0869,-0.0000,-0.1846,-3.21e-7,
819,collision,210.0923,1.0000,-19.5037,-14.2938,-0.4193,-0.1095,0.0766,15.2526,-0.1846,-4.13e-13,
820,ptheta = 0,210.5687,1.1176,-20.8806,-0.0524,0.1052,0.0000,0.0254,31.6270,-0.1846,-1.94e-7,
821,phi = 0,210.5727,1.1180,-20.8806,0.0000,0.1033,0.0009,0.0250,31.6793,-0.1846,-2.15e-7,
822,pr = 0,210.7787,1.1285,-20.6433,1.4927,0.0000,0.0500,0.0002,32.8038,-0.1846,-1.57e-7,
823,pphi = 0,210.7807,1.1285,-20.6390,1.4928,-0.0009,0.0504,0.0000,32.7972,-0.1846,-1.76e-7,
824,phi = 0,210.9907,1.1174,-19.9261,0.0000,-0.1063,0.0993,-0.0247,30.1998,-0.1846,-2.13e-7,
825,collision,211.4607,1.0000,-16.3181,-13.3609,-0.4203,0.1971,-0.0702,11.2851,-0.1846,-4.32e-13,
826,beta = 0,211.6521,1.0647,-14.1982,-21.4079,0.2673,0.2169,-0.0759,-0.0000,-0.1846,-1.61e-7,
827,pr = 0,212.0881,1.1201,-9.7970,-38.3887,0.0000,0.1996,-0.0536,-23.6571,-0.1846,-2.46e-7,
828,pphi = 0,212.5101,1.0715,-6.4745,-45.4253,-0.2332,0.1281,0.0000,-35.7032,-0.1846,-7.63e-8,
829,collision,212.7401,1.0000,-5.2403,-42.8412,-0.3923,0.0718,0.0402,-34.9752,-0.1846,-4.22e-13,
830,ptheta = 0,213.1135,1.0955,-4.6187,-28.1935,0.1333,0.0000,0.0919,-21.2617,-0.1846,-5.59e-8,
831,pr = 0,213.3195,1.1093,-4.7162,-16.3931,0.0000,-0.0174,0.1055,-9.3147,-0.1846,-3.57e-7,
832,beta = 0,213.4675,1.1021,-4.8496,-7.2788,-0.0979,-0.0196,0.1084,-0.0000,-0.1846,-3.69e-7,
833,phi = 0,213.5855,1.0858,-4.9492,0.0000,-0.1795,-0.0148,0.1065,7.4285,-0.1846,-3.82e-7,
834,ptheta = 0,213.7315,1.0519,-5.0085,8.5836,-0.2878,0.0000,0.0983,16.1012,-0.1846,-2.73e-7,
835,collision,213.8775,1.0000,-4.9085,16.3518,-0.4128,0.0264,0.0826,23.7190,-0.1846,-4.00e-13,
836,pphi = 0,214.4786,1.1235,-2.2334,30.4674,0.0370,0.1575,0.0000,33.8179,-0.1846,-3.53e-9,
837,pr = 0,214.5526,1.1249,-1.6847,30.2672,0.0000,0.1721,-0.0095,32.7945,-0.1846,-1.86e-7,
838,theta = 0,214.7466,1.1152,0.0000,27.8862,-0.1007,0.2076,-0.0328,27.8862,-0.1846,-5.86e-8,
839,collision,215.2126,1.0000,5.6254,13.2938,-0.4210,0.2584,-0.0697,4.8489,-0.1846,-4.54e-13,
840,beta = 0,215.2942,1.0302,6.7496,10.1361,0.3527,0.2580,-0.0708,0.0000,-0.1846,-1.41e-7,
841,phi = 0,215.5562,1.0972,10.0384,0.0000,0.1679,0.2363,-0.0615,-15.0964,-0.1846,-8.91e-8,
842,pr = 0,215.8562,1.1217,12.9910,-8.4693,0.0000,0.1859,-0.0349,-28.0404,-0.1846,-9.28e-8,
843,pphi = 0,216.1382,1.1010,15.0116,-11.3971,-0.1473,0.1223,0.0000,-34.0456,-0.1846,-2.47e-7,
844,collision,216.5202,1.0000,16.3741,-5.2150,-0.3966,0.0155,0.0578,-29.9467,-0.1846,-4.68e-13,
845,ptheta = 0,216.5757,1.0199,16.3969,-3.3373,0.3535,0.0000,0.0658,-28.1040,-0.1846,-4.15e-7,
846,phi = 0,216.6577,1.0462,16.3501,0.0000,0.2913,-0.0210,0.0765,-24.6951,-0.1846,-3.48e-7,
847,beta = 0,217.0857,1.1081,15.1653,22.8832,0.0040,-0.0807,0.1013,0.0000,-0.1846,-1.61e-7,
848,pr = 0,217.0917,1.1082,15.1421,23.2409,0.0000,-0.0810,0.1013,0.3932,-0.1846,-6.57e-8,
849,collision,217.6617,1.0000,13.1508,51.3179,-0.3959,-0.0364,0.0547,31.5040,-0.1846,-4.60e-13,
850,ptheta = 0,217.8359,1.0571,12.9784,55.2960,0.2708,0.0000,0.0259,35.7442,-0.1846,-2.25e-7,
