n,event type,t,r,theta,phi,pr,ptheta,pphi,beta,E,dE,
1792,pphi = 0,871.2465,1.4336,61.7500,147.6484,0.1203,0.1073,0.0000,42.9590,-0.0435,-4.15e-7,
1793,pr = 0,872.4165,1.5040,65.9214,131.8146,0.0000,0.1531,-0.0412,17.6819,-0.0435,-3.96e-7,
1794,beta = 0,872.9265,1.4895,67.8768,118.7638,-0.0571,0.1419,-0.0460,0.0000,-0.0435,-3.68e-7,
1795,ptheta = 0,874.2565,1.3033,71.0080,92.0696,-0.2322,0.0000,-0.0132,-34.3971,-0.0435,-2.82e-7,
1796,pphi = 0,874.5065,1.2405,70.8067,91.1102,-0.2766,-0.0464,0.0000,-34.8504,-0.0435,-5.49e-7,
1797,collision,875.1565,1.0000,66.9540,99.0214,-0.4851,-0.2089,0.0425,-17.5398,-0.0435,-1.87e-9,
1798,beta = 0,875.4842,1.1300,63.1228,107.7342,0.3520,-0.2683,0.0511,0.0001,-0.0435,-1.50e-6,
1799,pphi = 0,876.6242,1.3794,51.9532,128.1954,0.1242,-0.2467,0.0000,43.6680,-0.0435,-6.81e-7,
1800,pr = 0,877.6642,1.4453,45.8467,108.8062,0.0000,-0.1721,-0.0627,35.7111,-0.0435,-6.94e-7,
1801,beta = 0,878.6142,1.3739,41.4862,65.3387,-0.1642,-0.1707,-0.0901,0.0000,-0.0435,-1.01e-7,
1802,collision,879.7442,1.0000,30.0159,19.9165,-0.5587,-0.3671,-0.0229,-26.2113,-0.0435,-1.75e-9,
1803,pphi = 0,879.9808,1.1089,25.5256,18.5968,0.4390,-0.4230,0.0000,-20.3576,-0.0435,-7.04e-8,
1804,beta = 0,880.5508,1.3027,15.2728,23.0473,0.2577,-0.4810,0.0197,0.0000,-0.0435,-6.21e-7,
1805,pphi = 0,881.3208,1.4442,4.1310,28.6177,0.1193,-0.4635,0.0000,22.4185,-0.0435,-4.55e-7,
1806,theta = 0,881.6608,1.4770,0.0000,27.1483,0.0742,-0.4413,-0.0154,27.1483,-0.0435,-4.12e-7,
1807,pr = 0,882.2608,1.4990,-6.4025,17.1713,0.0000,-0.3974,-0.0431,26.7851,-0.0435,-1.25e-8,
1808,phi = 0,882.8108,1.4783,-11.7599,0.0000,-0.0777,-0.3593,-0.0644,17.7025,-0.0435,-2.65e-7,
1809,beta = 0,883.4708,1.3882,-18.0382,-27.2865,-0.2004,-0.3282,-0.0755,-0.0000,-0.0435,-6.66e-7,
1810,collision,884.5408,1.0000,-31.7571,-65.5697,-0.5990,-0.3346,-0.0330,-16.6157,-0.0435,-1.73e-9,
1811,beta = 0,885.6544,1.4104,-45.5409,-72.5412,0.2347,-0.2979,-0.0030,-0.0000,-0.0435,-4.71e-8,
1812,pr = 0,887.8244,1.6379,-57.5836,-86.4750,0.0000,-0.1678,-0.0216,9.3247,-0.0435,-9.04e-8,
1813,beta = 0,888.9944,1.5768,-61.1060,-103.2817,-0.1076,-0.1114,-0.0271,-0.0000,-0.0435,-1.17e-7,
1814,pphi = 0,891.0044,1.0724,-65.7278,-124.9492,-0.4863,-0.0468,0.0000,-11.2677,-0.0435,2.19e-6,
1815,collision,891.1344,1.0000,-66.0480,-124.7627,-0.5587,-0.0393,0.0048,-10.3343,-0.0435,-1.90e-9,
1816,ptheta = 0,891.8276,1.2863,-66.6704,-119.8168,0.3156,0.0000,0.0171,-3.9262,-0.0435,1.49e-7,
1817,beta = 0,892.2476,1.4004,-66.5247,-115.5471,0.2384,0.0228,0.0183,-0.0000,-0.0435,-2.28e-8,
1818,pr = 0,894.5876,1.6485,-62.0162,-98.1822,0.0000,0.1461,0.0056,7.0931,-0.0435,-4.41e-8,
1819,beta = 0,895.7276,1.5939,-57.7710,-96.1887,-0.0986,0.1975,0.0016,-0.0000,-0.0435,-3.13e-8,
1820,collision,897.9576,1.0000,-40.7315,-78.8625,-0.5940,0.2640,0.0471,-14.8370,-0.0435,-1.77e-9,
1821,beta = 0,898.7906,1.3272,-31.3611,-48.3089,0.2584,0.2907,0.0727,-0.0000,-0.0435,-5.45e-7,
1822,phi = 0,900.2506,1.5040,-17.6195,0.0000,0.0135,0.4021,0.0322,26.6425,-0.0435,-8.87e-8,
1823,pr = 0,900.3706,1.5047,-16.4632,1.9189,0.0000,0.4116,0.0274,26.7871,-0.0435,-2.79e-7,
1824,pphi = 0,901.0406,1.4776,-8.8780,7.0757,-0.0814,0.4633,0.0000,20.4195,-0.0435,-4.29e-7,
1825,theta = 0,901.7106,1.3918,0.0000,3.4357,-0.1808,0.4914,-0.0159,3.4357,-0.0435,-6.68e-7,
1826,beta = 0,901.8206,1.3709,1.6150,2.4227,-0.2008,0.4919,-0.0163,0.0000,-0.0435,-7.09e-7,
1827,phi = 0,902.1006,1.3078,5.9254,0.0000,-0.2584,0.4854,-0.0133,-8.8961,-0.0435,-1.33e-7,
1828,pphi = 0,902.4206,1.2091,11.5467,-1.4400,-0.3468,0.4593,0.0000,-18.8193,-0.0435,-3.79e-7,
1829,phi = 0,902.6906,1.1055,16.4947,0.0000,-0.4466,0.4181,0.0209,-24.9165,-0.0435,-2.92e-7,
1830,collision,902.8906,1.0000,20.7554,3.9621,-0.5659,0.3657,0.0466,-27.5228,-0.0435,-1.74e-9,
1831,beta = 0,903.7930,1.3167,31.2239,48.0857,0.1967,0.2196,0.1037,0.0000,-0.0435,-1.60e-6,
1832,pr = 0,904.7430,1.4005,37.4787,97.2364,0.0000,0.2353,0.0675,38.7825,-0.0435,-7.39e-7,
1833,pphi = 0,905.6630,1.3433,45.0806,115.4956,-0.1212,0.3156,0.0000,43.7854,-0.0435,-9.67e-7,
1834,beta = 0,906.6830,1.1263,58.0036,96.6732,-0.3371,0.3360,-0.0519,0.0001,-0.0435,-1.50e-6,
1835,collision,906.9930,1.0000,62.9240,87.8443,-0.4710,0.2720,-0.0418,-19.4452,-0.0435,-1.93e-9,
1836,pphi = 0,907.5573,1.2025,68.0428,81.2823,0.2886,0.1203,0.0000,-37.8806,-0.0435,-6.66e-7,
1837,ptheta = 0,908.1673,1.3453,69.3088,88.0311,0.1818,0.0000,0.0356,-34.2109,-0.0435,-2.73e-7,
1838,beta = 0,909.1873,1.4584,67.5331,117.9399,0.0428,-0.1053,0.0590,0.0000,-0.0435,-2.27e-7,
1839,pr = 0,909.5273,1.4656,66.5258,129.2173,0.0000,-0.1151,0.0564,13.6676,-0.0435,-4.68e-7,
1840,pphi = 0,910.8973,1.3560,63.0042,155.6150,-0.1594,-0.0449,0.0000,48.1463,-0.0435,-6.50e-7,
1841,ptheta = 0,911.3173,1.2759,62.6906,152.1482,-0.2203,0.0000,-0.0291,45.3790,-0.0435,-1.56e-8,
1842,collision,912.1573,1.0000,64.1687,123.0069,-0.4892,0.0561,-0.0881,12.9121,-0.0435,-1.89e-9,
1843,beta = 0,912.3930,1.0955,64.7268,111.3692,0.3756,0.0370,-0.0928,0.0000,-0.0435,-1.19e-6,
1844,ptheta = 0,912.6530,1.1800,64.9551,97.7906,0.2807,0.0000,-0.0884,-14.1030,-0.0435,-7.99e-7,
1845,pphi = 0,914.2530,1.3790,57.6365,54.7198,0.0174,-0.2865,0.0000,-41.1896,-0.0435,-2.87e-7,
1846,pr = 0,914.4030,1.3803,56.2342,55.1100,0.0000,-0.3119,0.0087,-37.9154,-0.0435,-7.17e-7,
1847,beta = 0,915.3730,1.3191,44.8180,71.2378,-0.1372,-0.4326,0.0408,0.0000,-0.0435,-1.28e-6,
1848,pphi = 0,916.1730,1.1417,31.7256,84.0984,-0.3219,-0.4199,0.0000,35.1956,-0.0435,-2.28e-6,
1849,collision,916.5330,1.0000,24.6621,78.7228,-0.4721,-0.3548,-0.0569,41.1311,-0.0435,-1.79e-9,
1850,beta = 0,917.4237,1.2371,13.2758,20.0040,0.0839,-0.2610,-0.1437,0.0000,-0.0435,-2.65e-6,
1851,pr = 0,917.6537,1.2465,11.0302,1.5255,0.0000,-0.2749,-0.1386,-15.0713,-0.0435,-4.50e-6,
1852,phi = 0,917.6737,1.2464,10.8342,0.0000,-0.0068,-0.2767,-0.1377,-16.3002,-0.0435,-4.51e-6,
1853,theta = 0,918.4837,1.1375,0.0000,-46.6391,-0.2527,-0.4211,-0.0481,-46.6391,-0.0435,-3.91e-6,
1854,pphi = 0,918.7537,1.0574,-5.8816,-50.4538,-0.3418,-0.4914,0.0000,-41.6236,-0.0435,-4.98e-6,
1855,collision,918.8937,1.0000,-10.1202,-49.1974,-0.4118,-0.5307,0.0286,-33.9773,-0.0435,-1.94e-9,
1856,beta = 0,919.3707,1.1411,-22.8624,-34.7672,0.2153,-0.5645,0.0666,-0.0000,-0.0435,-1.55e-6,
1857,pphi = 0,920.2507,1.2305,-40.3279,-13.9125,0.0163,-0.3997,0.0000,49.4142,-0.0435,-2.21e-6,
1858,pr = 0,920.3607,1.2314,-41.9462,-14.3117,0.0000,-0.3721,-0.0126,51.8314,-0.0435,-2.43e-6,
1859,beta = 0,921.7907,1.0111,-52.6934,-85.9657,-0.4288,-0.0189,-0.1401,-0.0000,-0.0435,-1.19e-6,
1860,collision,921.8007,1.0000,-52.7177,-88.0068,-0.4468,-0.0149,-0.1400,-1.9936,-0.0435,-2.00e-9,
1861,ptheta = 0,921.9967,1.0713,-52.7735,-102.5540,0.3327,0.0000,-0.1338,-16.4319,-0.0435,-3.59e-6,
1862,ptheta = 0,922.0767,1.0963,-52.7724,-108.5720,0.2931,0.0000,-0.1287,-22.4519,-0.0435,-3.15e-6,
1863,pphi = 0,923.3067,1.2517,-56.3474,-155.8338,0.0271,-0.1805,0.0000,-62.5775,-0.0435,-1.68e-6,
1864,pr = 0,923.5367,1.2549,-58.0388,-154.2598,0.0000,-0.2190,0.0234,-57.5132,-0.0435,-9.72e-7,
1865,beta = 0,924.5367,1.1742,-68.2422,-119.6443,-0.1862,-0.2783,0.0818,-0.0001,-0.0435,-2.82e-6,
1866,collision,925.1467,1.0000,-74.7236,-94.5265,-0.3854,-0.1312,0.0463,41.5515,-0.0435,-2.08e-9,
1867,ptheta = 0,925.5266,1.1188,-75.9275,-89.2261,0.2800,0.0000,0.0061,50.0747,-0.0435,-1.47e-6,
1868,pphi = 0,925.5866,1.1359,-75.8998,-89.1176,0.2665,0.0195,0.0000,50.1086,-0.0435,-1.92e-6,
1869,beta = 0,926.8866,1.3344,-68.5396,-120.3642,0.0467,0.2540,-0.0638,-0.0000,-0.0435,-8.90e-7,
1870,pr = 0,927.1866,1.3413,-66.0555,-131.0791,0.0000,0.2635,-0.0602,-16.6331,-0.0435,-4.32e-7,
1871,pphi = 0,928.1966,1.2693,-58.1615,-151.7149,-0.1384,0.1857,0.0000,-54.7120,-0.0435,-8.15e-7,
1872,collision,929.2766,1.0000,-53.7655,-115.4484,-0.4353,0.0225,0.1211,-27.3772,-0.0435,-2.01e-9,
1873,beta = 0,929.6497,1.1221,-53.3428,-87.2379,0.2384,0.0348,0.1395,-0.0000,-0.0435,-2.95e-6,
1874,pr = 0,930.3597,1.1975,-50.4419,-36.7056,0.0000,0.1813,0.0973,44.9227,-0.0435,-2.55e-6,
1875,pphi = 0,931.1297,1.1386,-41.1618,-14.0639,-0.1473,0.4046,0.0000,50.7094,-0.0435,-3.17e-6,
1876,collision,931.7197,1.0000,-26.2415,-28.2384,-0.3490,0.5812,-0.0749,11.8495,-0.0435,-2.15e-9,
1877,beta = 0,931.8590,1.0391,-22.2062,-33.7424,0.2836,0.5988,-0.0787,-0.0001,-0.0435,-1.10e-5,
1878,pphi = 0,932.5790,1.1478,-2.8082,-54.1304,0.0530,0.5053,0.0000,-49.9173,-0.0435,-4.83e-6,
1879,theta = 0,932.7090,1.1531,0.0000,-53.2679,0.0269,0.4714,0.0228,-53.2679,-0.0435,-1.28e-6,
1880,pr = 0,932.8490,1.1550,2.6693,-50.5361,0.0000,0.4351,0.0468,-54.5407,-0.0435,-4.86e-6,
1881,phi = 0,933.6390,1.0641,14.3286,0.0000,-0.2899,0.2354,0.1681,-21.6066,-0.0435,-6.22e-6,
1882,collision,933.8090,1.0000,16.4424,18.0832,-0.4306,0.2054,0.1809,-6.7532,-0.0435,-2.05e-9,
1883,beta = 0,933.8919,1.0307,17.3098,26.1668,0.3632,0.1980,0.1823,0.0000,-0.0435,-8.70e-6,
1884,pr = 0,934.5919,1.1364,24.4275,88.2361,0.0000,0.2712,0.1109,51.0139,-0.0435,-4.49e-6,
1885,pphi = 0,935.2019,1.0911,34.1234,108.0893,-0.1383,0.4220,0.0000,55.2483,-0.0435,-5.31e-6,
1886,collision,935.6519,1.0000,45.2966,97.8687,-0.2795,0.5046,-0.0731,25.7690,-0.0435,-2.27e-9,
1887,beta = 0,935.9246,1.0586,52.4196,85.4324,0.1704,0.4928,-0.0871,0.0001,-0.0435,-6.96e-6,
1888,pr = 0,936.5546,1.1058,65.1833,60.2236,0.0000,0.3210,-0.0395,-52.1959,-0.0435,-4.07e-6,
1889,pphi = 0,936.8646,1.0982,69.0328,56.6872,-0.0471,0.2098,0.0000,-64.8784,-0.0435,-3.55e-6,
1890,ptheta = 0,937.3946,1.0520,71.7971,67.8939,-0.1343,0.0000,0.0741,-60.5711,-0.0435,-4.21e-6,
1891,collision,937.6846,1.0000,70.7780,83.9680,-0.2258,-0.1253,0.1148,-41.9207,-0.0435,-2.37e-9,
1892,beta = 0,938.1068,1.0569,66.5143,115.5227,0.0470,-0.2408,0.1421,0.0001,-0.0435,-1.03e-5,
1893,pr = 0,938.2168,1.0595,65.1482,124.3208,0.0000,-0.2501,0.1402,11.9824,-0.0435,-8.65e-6,
1894,collision,938.7568,1.0000,58.5830,160.5168,-0.2007,-0.1620,0.0728,62.6305,-0.0435,-2.34e-9,
1895,pphi = 0,939.1438,1.0597,56.6238,168.1987,0.1279,-0.0306,0.0000,74.3773,-0.0435,-4.92e-6,
1896,ptheta = 0,939.2338,1.0707,56.5539,167.7652,0.1148,0.0000,-0.0166,74.0869,-0.0435,-5.29e-6,
1897,pr = 0,939.8138,1.1083,58.9163,146.0674,0.0000,0.1558,-0.1073,47.4790,-0.0435,-3.83e-6,
1898,beta = 0,940.3238,1.0629,63.2745,108.0743,-0.1939,0.1737,-0.1416,0.0000,-0.0435,-1.88e-6,
1899,collision,940.5638,1.0000,65.2424,88.5372,-0.3198,0.1169,-0.1316,-24.0189,-0.0435,-2.31e-9,
1900,ptheta = 0,940.8997,1.0808,66.2930,66.8407,0.1852,0.0000,-0.0966,-48.1616,-0.0435,-1.17e-6,
1901,pphi = 0,941.6897,1.1623,61.5959,45.1382,0.0419,-0.2652,0.0000,-59.2133,-0.0435,-2.62e-6,
1902,pr = 0,941.9797,1.1684,57.9053,47.7976,0.0000,-0.3510,0.0322,-48.6708,-0.0435,-8.66e-7,
1903,beta = 0,942.6597,1.1194,44.9907,71.5484,-0.1619,-0.5041,0.0773,0.0001,-0.0435,-5.93e-6,
1904,collision,943.1297,1.0000,32.6566,89.3034,-0.3452,-0.4889,0.0370,38.8783,-0.0435,-2.18e-9,
1905,pphi = 0,943.3338,1.0594,27.7709,91.3683,0.2733,-0.4444,0.0000,48.8465,-0.0435,-5.54e-6,
1906,pr = 0,944.2638,1.1938,13.8110,49.0120,0.0000,-0.2571,-0.1430,28.1938,-0.0435,-5.23e-6,
1907,beta = 0,944.6438,1.1627,9.9879,15.0200,-0.1703,-0.2404,-0.1614,0.0000,-0.0435,-7.07e-6,
1908,phi = 0,944.8038,1.1278,8.2420,0.0000,-0.2570,-0.2506,-0.1575,-12.3845,-0.0435,-1.16e-6,
1909,collision,945.1538,1.0000,3.2966,-28.5785,-0.4784,-0.3170,-0.1178,-33.5249,-0.0435,-1.94e-9,
1910,theta = 0,945.3458,1.0766,0.0000,-39.1545,0.3718,-0.3662,-0.0856,-39.1545,-0.0435,-8.44e-7,
1911,pphi = 0,945.9758,1.2447,-11.4509,-53.3578,0.1855,-0.4880,0.0000,-36.1237,-0.0435,-2.27e-6,
1912,beta = 0,946.8058,1.3325,-26.1465,-39.9372,0.0286,-0.5246,0.0420,-0.0000,-0.0435,-5.97e-7,
1913,pr = 0,946.9758,1.3349,-28.8936,-36.0323,0.0000,-0.5144,0.0405,8.2878,-0.0435,-1.47e-6,
1914,pphi = 0,947.7358,1.2868,-40.6957,-25.3929,-0.1234,-0.4063,0.0000,38.5707,-0.0435,-1.39e-7,
1915,collision,948.8858,1.0000,-53.0988,-62.1392,-0.4542,-0.0975,-0.1159,24.6196,-0.0435,-2.08e-9,
1916,beta = 0,949.2608,1.1277,-54.0428,-88.6203,0.2615,-0.0166,-0.1326,-0.0000,-0.0435,-4.04e-6,
1917,pr = 0,950.1508,1.2270,-54.6800,-145.5861,0.0000,-0.0607,-0.0738,-55.6973,-0.0435,-5.32e-7,
1918,pphi = 0,950.8008,1.1966,-57.6821,-159.4964,-0.0892,-0.1830,0.0000,-63.4924,-0.0435,-2.32e-6,
1919,collision,951.8208,1.0000,-70.5229,-127.1795,-0.3525,-0.2990,0.0917,-1.9298,-0.0435,-2.18e-9,
1920,beta = 0,951.8586,1.0071,-70.8669,-126.1119,0.3427,-0.2964,0.0918,-0.0000,-0.0435,-7.14e-7,
1921,ptheta = 0,953.0286,1.2105,-79.6880,-87.7838,0.0705,0.0000,0.0084,61.9080,-0.0435,-1.64e-6,
1922,pphi = 0,953.1286,1.2168,-79.6388,-87.5490,0.0594,0.0259,0.0000,62.0038,-0.0435,-1.45e-6,
1923,pr = 0,953.6286,1.2323,-77.8985,-93.6023,0.0000,0.1531,-0.0408,51.0856,-0.0435,-4.01e-7,
1924,beta = 0,954.4686,1.1749,-70.1823,-124.4005,-0.1546,0.3014,-0.0785,-0.0000,-0.0435,-9.02e-7,
1925,collision,955.1486,1.0000,-60.3551,-149.3922,-0.3643,0.2590,-0.0290,-47.7361,-0.0435,-2.12e-9,
1926,pphi = 0,955.3413,1.0610,-58.0179,-150.8947,0.3060,0.2147,0.0000,-54.1916,-0.0435,-2.58e-6,
1927,pr = 0,956.6113,1.2617,-52.1956,-96.4862,0.0000,0.0597,0.1216,-11.4891,-0.0435,-2.18e-6,
1928,beta = 0,956.7913,1.2574,-51.7928,-84.2175,-0.0497,0.0700,0.1238,-0.0000,-0.0435,-1.69e-6,
1929,collision,957.9213,1.0000,-42.4798,-24.2601,-0.4238,0.3520,0.0248,42.8199,-0.0435,-2.05e-9,
1930,pphi = 0,958.0864,1.0590,-39.3639,-23.2283,0.3604,0.4109,0.0000,38.4378,-0.0435,-1.85e-6,
1931,beta = 0,958.7964,1.2362,-24.2793,-36.9892,0.1500,0.5465,-0.0498,-0.0000,-0.0435,-2.90e-6,
1932,pr = 0,959.5564,1.2891,-9.8140,-52.3538,0.0000,0.5093,-0.0092,-37.5965,-0.0435,-1.86e-6,
1933,pphi = 0,959.6464,1.2884,-8.1737,-52.6050,-0.0152,0.4967,0.0000,-40.3236,-0.0435,-1.55e-6,
1934,theta = 0,960.1564,1.2595,0.0000,-44.5849,-0.1012,0.4150,0.0564,-44.5849,-0.0435,-1.86e-6,
1935,phi = 0,960.9364,1.0958,10.7792,0.0000,-0.3693,0.2821,0.1380,-16.2170,-0.0435,-2.63e-6,
1936,collision,961.1464,1.0000,13.7953,17.8229,-0.5286,0.2572,0.1479,-2.9715,-0.0435,-1.88e-9,
1937,beta = 0,961.1974,1.0239,14.4677,21.8188,0.4878,0.2539,0.1483,0.0000,-0.0435,-2.92e-6,
1938,pr = 0,962.6874,1.2748,32.6187,98.2801,0.0000,0.4085,0.0104,47.9170,-0.0435,-1.68e-6,
1939,pphi = 0,962.7874,1.2741,34.0909,98.5775,-0.0145,0.4213,0.0000,45.7904,-0.0435,-1.85e-6,
1940,beta = 0,963.7074,1.1880,49.5534,79.9464,-0.1903,0.4527,-0.0553,0.0001,-0.0435,-2.50e-6,
1941,collision,964.3474,1.0000,61.4752,64.3006,-0.3991,0.2907,-0.0129,-39.7866,-0.0435,-2.13e-9,
1942,pphi = 0,964.4560,1.0364,62.9066,63.9521,0.3630,0.2514,0.0000,-43.2985,-0.0435,-2.61e-6,
1943,ptheta = 0,965.3460,1.2577,67.4349,87.5619,0.1498,0.0000,0.0803,-30.1433,-0.0435,-9.43e-7,
1944,beta = 0,965.9060,1.3088,66.6753,115.9022,0.0357,-0.0699,0.0944,0.0000,-0.0435,-4.41e-9,
1945,pr = 0,966.0760,1.3120,66.2358,125.4049,0.0000,-0.0782,0.0930,10.5366,-0.0435,-1.57e-6,
1946,ptheta = 0,967.0860,1.2175,64.2979,166.0125,-0.1791,0.0000,0.0337,55.6236,-0.0435,-7.59e-7,
1947,pphi = 0,967.4060,1.1516,64.6887,169.2070,-0.2333,0.0609,0.0000,57.9251,-0.0435,-5.35e-7,
1948,collision,967.9160,1.0000,67.7560,159.7454,-0.3729,0.1750,-0.0655,41.2716,-0.0435,-2.14e-9,
1949,beta = 0,968.4820,1.1492,73.1829,132.0305,0.1793,0.2012,-0.0979,0.0000,-0.0435,-1.85e-6,
1950,pr = 0,969.3120,1.2151,77.7487,92.4711,0.0000,0.0477,-0.0582,-51.8028,-0.0435,-2.60e-7,
1951,ptheta = 0,969.4920,1.2126,77.9233,87.0385,-0.0262,0.0000,-0.0430,-57.7181,-0.0435,-1.47e-6,
1952,pphi = 0,969.9720,1.1857,76.6713,80.9970,-0.0851,-0.1320,0.0000,-60.3209,-0.0435,-8.88e-7,
1953,collision,970.9920,1.0000,62.8743,107.6452,-0.3324,-0.4103,0.0767,0.4666,-0.0435,-2.20e-9,
1954,beta = 0,971.0009,1.0016,62.9877,107.4320,-0.0276,-0.4096,0.0767,0.0002,-0.0976,-5.41e-2,
1955,pphi = 0,971.8409,1.1620,46.6999,130.3511,0.0976,-0.3474,0.0000,55.7014,-0.0435,-2.81e-6,
1956,pr = 0,972.4209,1.1916,39.7666,116.9611,0.0000,-0.2344,-0.0802,54.6028,-0.0435,-2.35e-6,
1957,beta = 0,973.3209,1.0645,32.8221,50.6966,-0.3507,-0.1685,-0.1590,0.0000,-0.0435,-6.01e-6,
1958,collision,973.4709,1.0000,31.2917,36.3976,-0.4686,-0.1940,-0.1545,-11.7984,-0.0435,-2.03e-9,
1959,phi = 0,973.9522,1.1531,25.4680,0.0000,0.2079,-0.3119,-0.1053,-38.8632,-0.0435,-2.65e-7,
1960,pphi = 0,974.7722,1.2405,12.3702,-24.3156,0.0284,-0.5015,0.0000,-42.9439,-0.0435,-2.48e-6,
1961,pr = 0,974.9322,1.2428,9.2780,-23.4748,0.0000,-0.5316,0.0179,-37.4225,-0.0435,-1.93e-6,
1962,theta = 0,975.3722,1.2234,0.0000,-14.1076,-0.0927,-0.5872,0.0521,-14.1076,-0.0435,-2.92e-6,
1963,beta = 0,975.5822,1.1980,-4.9075,-7.3658,-0.1484,-0.5932,0.0570,-0.0000,-0.0435,-2.50e-7,
1964,phi = 0,975.8222,1.1551,-10.6021,0.0000,-0.2182,-0.5783,0.0503,15.9489,-0.0435,-5.35e-6,
1965,pphi = 0,976.2422,1.0322,-21.3965,7.1559,-0.3712,-0.4822,0.0000,39.6370,-0.0435,-6.16e-6,
1966,collision,976.3122,1.0000,-23.5344,6.7811,-0.4090,-0.4512,-0.0163,42.6006,-0.0435,-2.08e-9,
1967,phi = 0,976.6019,1.0963,-29.2578,0.0000,0.2987,-0.3514,-0.0676,44.9056,-0.0435,-6.26e-6,
1968,pr = 0,977.4719,1.2278,-38.1208,-57.6769,0.0000,-0.1710,-0.1407,1.8661,-0.0435,-4.23e-6,
1969,beta = 0,977.5019,1.2277,-38.2938,-59.8373,-0.0095,-0.1688,-0.1407,-0.0000,-0.0435,-3.72e-6,
1970,collision,978.6019,1.0000,-47.8032,-126.0561,-0.4018,-0.2745,-0.0303,-49.3768,-0.0435,-2.09e-9,
1971,pphi = 0,978.7919,1.0658,-50.6350,-127.5370,0.3361,-0.3134,0.0000,-45.5410,-0.0435,-1.11e-6,
1972,beta = 0,979.6719,1.2606,-63.3268,-108.1918,0.1262,-0.3485,0.0561,-0.0001,-0.0435,-1.71e-6,
1973,pr = 0,980.5019,1.3087,-71.7454,-86.3978,0.0000,-0.2300,0.0283,41.9356,-0.0435,-2.24e-7,
1974,pphi = 0,980.9519,1.2970,-74.5692,-82.6303,-0.0507,-0.1397,0.0000,53.0379,-0.0435,-8.42e-7,
1975,ptheta = 0,981.5819,1.2421,-76.1298,-90.5905,-0.1273,0.0000,-0.0444,49.2570,-0.0435,-1.15e-6,
1976,beta = 0,982.4919,1.0355,-71.9224,-128.7846,-0.3706,0.1869,-0.0916,-0.0000,-0.0435,-1.28e-6,
1977,collision,982.5719,1.0000,-70.9641,-133.5138,-0.4154,0.1956,-0.0906,-7.1577,-0.0435,-2.17e-9,
1978,pphi = 0,983.7413,1.2709,-63.1435,-166.8475,0.1263,0.0702,0.0000,-59.0668,-0.0435,-1.25e-6,
1979,ptheta = 0,984.2213,1.3180,-62.5804,-161.2132,0.0692,0.0000,0.0399,-54.6892,-0.0435,-1.01e-6,
1980,pr = 0,984.7213,1.3360,-63.0283,-144.7892,0.0000,-0.0504,0.0728,-37.2666,-0.0435,-9.16e-7,
1981,beta = 0,985.4213,1.2929,-64.3780,-110.5714,-0.1319,-0.0521,0.0931,-0.0000,-0.0435,-8.06e-7,
1982,ptheta = 0,985.8313,1.2174,-64.8203,-89.0179,-0.2325,0.0000,0.0842,22.5659,-0.0435,-1.16e-6,
1983,collision,986.4813,1.0000,-62.1440,-66.1296,-0.4480,0.1902,0.0272,39.4277,-0.0435,-2.13e-9,
1984,pphi = 0,986.7279,1.0939,-59.2833,-64.4055,0.3582,0.2754,0.0000,34.9595,-0.0435,-2.37e-6,
1985,beta = 0,987.5479,1.3004,-47.6132,-76.3283,0.1621,0.4229,-0.0374,-0.0000,-0.0435,-1.36e-6,
1986,pphi = 0,988.5279,1.3815,-34.3617,-89.9184,0.0130,0.4139,0.0000,-36.6828,-0.0435,-3.93e-7,
1987,pr = 0,988.6379,1.3821,-33.0949,-89.7147,0.0000,0.4065,0.0070,-38.5699,-0.0435,-5.78e-7,
1988,beta = 0,990.3779,1.1096,-13.3402,-20.1020,-0.4295,0.2963,0.1164,-0.0000,-0.0435,-7.53e-7,
1989,collision,990.5879,1.0000,-9.9317,-5.7494,-0.5849,0.3136,0.1110,9.1857,-0.0435,-1.86e-9,
1990,phi = 0,990.6884,1.0506,-8.3231,0.0000,0.5122,0.3249,0.1057,12.5068,-0.0435,1.94e-6,
1991,theta = 0,991.2284,1.2546,0.0000,27.0645,0.2703,0.3915,0.0657,27.0645,-0.0435,-9.00e-8,
1992,pphi = 0,992.2584,1.4234,14.1197,44.7168,0.0816,0.4799,0.0000,23.4284,-0.0435,-7.17e-7,
1993,pr = 0,992.8684,1.4480,22.3292,41.0460,0.0000,0.4923,-0.0178,7.1117,-0.0435,-4.13e-7,
1994,beta = 0,993.0884,1.4447,25.3265,38.6396,-0.0299,0.4873,-0.0193,0.0000,-0.0435,-6.84e-7,
1995,pphi = 0,993.9184,1.3720,36.2671,32.5487,-0.1472,0.4209,0.0000,-23.8636,-0.0435,-5.04e-7,
1996,collision,995.2084,1.0000,51.1942,62.8637,-0.5183,0.1533,0.0909,-20.2017,-0.0435,-2.07e-9,
1997,beta = 0,995.6344,1.1691,53.3491,87.2503,0.3093,0.0700,0.1067,0.0000,-0.0435,-1.12e-6,
1998,pr = 0,997.1944,1.3557,57.6601,151.4722,0.0000,0.1508,0.0198,55.5139,-0.0435,-8.39e-7,
1999,pphi = 0,997.4544,1.3520,59.0449,152.9767,-0.0276,0.1821,0.0000,54.1165,-0.0435,-9.84e-8,
2000,beta = 0,998.7744,1.2008,69.6706,123.1326,-0.2337,0.2474,-0.0638,0.0000,-0.0435,-1.83e-6,
